icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD9,194,194.9,malig_solid,"Malignant neoplasm of endocrine gland, site unspecified"
DIAG-ICD9,195,195,malig_solid,"Malignant neoplasm of head, face, and neck"
DIAG-ICD9,195,195.1,malig_solid,Malignant neoplasm of thorax
DIAG-ICD9,195,195.2,malig_solid,Malignant neoplasm of abdomen
DIAG-ICD9,195,195.3,malig_solid,Malignant neoplasm of pelvis
DIAG-ICD9,195,195.4,malig_solid,Malignant neoplasm of upper limb
DIAG-ICD9,195,195.5,malig_solid,Malignant neoplasm of lower limb
DIAG-ICD9,195,195.8,malig_solid,Malignant neoplasm of other specified sites
DIAG-ICD9,196,196,malig_solid,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck"
DIAG-ICD9,196,196.1,malig_solid,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
DIAG-ICD9,196,196.2,malig_solid,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
DIAG-ICD9,196,196.3,malig_solid,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
DIAG-ICD9,196,196.5,malig_solid,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
DIAG-ICD9,196,196.6,malig_solid,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
DIAG-ICD9,196,196.8,malig_solid,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites
DIAG-ICD9,196,196.9,malig_solid,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified"
DIAG-ICD9,197,197,malig_solid,Secondary malignant neoplasm of lung
DIAG-ICD9,197,197.1,malig_solid,Secondary malignant neoplasm of mediastinum
DIAG-ICD9,197,197.2,malig_solid,Secondary malignant neoplasm of pleura
DIAG-ICD9,197,197.3,malig_solid,Secondary malignant neoplasm of other respiratory organs
DIAG-ICD9,197,197.4,malig_solid,Secondary malignant neoplasm of small intestine including duodenum
DIAG-ICD9,197,197.5,malig_solid,Secondary malignant neoplasm of large intestine and rectum
DIAG-ICD9,197,197.6,malig_solid,Secondary malignant neoplasm of retroperitoneum and peritoneum
DIAG-ICD9,197,197.7,malig_solid,"Malignant neoplasm of liver, secondary"
DIAG-ICD9,197,197.8,malig_solid,Secondary malignant neoplasm of other digestive organs and spleen
DIAG-ICD9,198,198,malig_solid,Secondary malignant neoplasm of kidney
DIAG-ICD9,198,198.1,malig_solid,Secondary malignant neoplasm of other urinary organs
DIAG-ICD9,198,198.2,malig_solid,Secondary malignant neoplasm of skin
DIAG-ICD9,198,198.3,malig_solid,Secondary malignant neoplasm of brain and spinal cord
DIAG-ICD9,198,198.4,malig_solid,Secondary malignant neoplasm of other parts of nervous system
DIAG-ICD9,198,198.5,malig_solid,Secondary malignant neoplasm of bone and bone marrow
DIAG-ICD9,198,198.6,malig_solid,Secondary malignant neoplasm of ovary
DIAG-ICD9,198,198.7,malig_solid,Secondary malignant neoplasm of adrenal gland
DIAG-ICD9,198,198.81,malig_solid,Secondary malignant neoplasm of breast
DIAG-ICD9,198,198.82,malig_solid,Secondary malignant neoplasm of genital organs
DIAG-ICD9,198,198.89,malig_solid,Secondary malignant neoplasm of other specified sites
DIAG-ICD9,199,199,malig_solid,Disseminated malignant neoplasm without specification of site
DIAG-ICD9,199,199.1,malig_solid,Other malignant neoplasm without specification of site
DIAG-ICD9,199,199.2,malig_solid,Malignant neoplasm associated with transplant organ
DIAG-ICD9,209,209,malig_solid,"Malignant carcinoid tumor of the small intestine, unspecified portion"
DIAG-ICD9,209,209.01,malig_solid,Malignant carcinoid tumor of the duodenum
DIAG-ICD9,209,209.02,malig_solid,Malignant carcinoid tumor of the jejunum
DIAG-ICD9,209,209.03,malig_solid,Malignant carcinoid tumor of the ileum
DIAG-ICD9,209,209.1,malig_solid,"Malignant carcinoid tumor of the large intestine, unspecified portion"
DIAG-ICD9,209,209.11,malig_solid,Malignant carcinoid tumor of the appendix
DIAG-ICD9,209,209.12,malig_solid,Malignant carcinoid tumor of the cecum
DIAG-ICD9,209,209.13,malig_solid,Malignant carcinoid tumor of the ascending colon
DIAG-ICD9,209,209.14,malig_solid,Malignant carcinoid tumor of the transverse colon
DIAG-ICD9,209,209.15,malig_solid,Malignant carcinoid tumor of the descending colon
DIAG-ICD9,209,209.16,malig_solid,Malignant carcinoid tumor of the sigmoid colon
DIAG-ICD9,209,209.17,malig_solid,Malignant carcinoid tumor of the rectum
DIAG-ICD9,209,209.2,malig_solid,Malignant carcinoid tumor of unknown primary site
DIAG-ICD9,209,209.21,malig_solid,Malignant carcinoid tumor of the bronchus and lung
DIAG-ICD9,209,209.22,malig_solid,Malignant carcinoid tumor of the thymus
DIAG-ICD9,209,209.23,malig_solid,Malignant carcinoid tumor of the stomach
DIAG-ICD9,209,209.24,malig_solid,Malignant carcinoid tumor of the kidney
DIAG-ICD9,209,209.25,malig_solid,"Malignant carcinoid tumor of foregut, not otherwise specified"
DIAG-ICD9,209,209.26,malig_solid,"Malignant carcinoid tumor of midgut, not otherwise specified"
DIAG-ICD9,209,209.27,malig_solid,"Malignant carcinoid tumor of hindgut, not otherwise specified"
DIAG-ICD9,209,209.29,malig_solid,Malignant carcinoid tumor of other sites
DIAG-ICD9,209,209.3,malig_solid,"Malignant poorly differentiated neuroendocrine carcinoma, any site"
DIAG-ICD9,209,209.31,malig_solid,Merkel cell carcinoma of the face
DIAG-ICD9,209,209.32,malig_solid,Merkel cell carcinoma of the scalp and neck
DIAG-ICD9,209,209.33,malig_solid,Merkel cell carcinoma of the upper limb
DIAG-ICD9,209,209.34,malig_solid,Merkel cell carcinoma of the lower limb
DIAG-ICD9,209,209.35,malig_solid,Merkel cell carcinoma of the trunk
DIAG-ICD9,209,209.36,malig_solid,Merkel cell carcinoma of other sites
DIAG-ICD9,209,209.7,malig_solid,"Secondary neuroendocrine tumor, unspecified site"
DIAG-ICD9,209,209.71,malig_solid,Secondary neuroendocrine tumor of distant lymph nodes
DIAG-ICD9,209,209.72,malig_solid,Secondary neuroendocrine tumor of liver
DIAG-ICD9,209,209.73,malig_solid,Secondary neuroendocrine tumor of bone
DIAG-ICD9,209,209.74,malig_solid,Secondary neuroendocrine tumor of peritoneum
DIAG-ICD9,209,209.75,malig_solid,Secondary Merkel cell carcinoma
DIAG-ICD9,209,209.79,malig_solid,Secondary neuroendocrine tumor of other sites
DIAG-ICD9,230,230,malig_solid,"Carcinoma in situ of lip, oral cavity, and pharynx"
DIAG-ICD9,230,230.1,malig_solid,Carcinoma in situ of esophagus
DIAG-ICD9,230,230.2,malig_solid,Carcinoma in situ of stomach
DIAG-ICD9,230,230.3,malig_solid,Carcinoma in situ of colon
DIAG-ICD9,230,230.4,malig_solid,Carcinoma in situ of rectum
DIAG-ICD9,230,230.5,malig_solid,Carcinoma in situ of anal canal
DIAG-ICD9,230,230.6,malig_solid,"Carcinoma in situ of anus, unspecified"
DIAG-ICD9,230,230.7,malig_solid,Carcinoma in situ of other and unspecified parts of intestine
DIAG-ICD9,230,230.8,malig_solid,Carcinoma in situ of liver and biliary system
DIAG-ICD9,230,230.9,malig_solid,Carcinoma in situ of other and unspecified digestive organs
DIAG-ICD9,231,231,malig_solid,Carcinoma in situ of larynx
DIAG-ICD9,231,231.1,malig_solid,Carcinoma in situ of trachea
DIAG-ICD9,231,231.2,malig_solid,Carcinoma in situ of bronchus and lung
DIAG-ICD9,231,231.8,malig_solid,Carcinoma in situ of other specified parts of respiratory system
DIAG-ICD9,231,231.9,malig_solid,"Carcinoma in situ of respiratory system, part unspecified"
DIAG-ICD9,232,232,malig_solid,Carcinoma in situ of skin of lip
DIAG-ICD9,232,232.1,malig_solid,"Carcinoma in situ of eyelid, including canthus"
DIAG-ICD9,232,232.2,malig_solid,Carcinoma in situ of skin of ear and external auditory canal
DIAG-ICD9,232,232.3,malig_solid,Carcinoma in situ of skin of other and unspecified parts of face
DIAG-ICD9,232,232.4,malig_solid,Carcinoma in situ of scalp and skin of neck
DIAG-ICD9,232,232.5,malig_solid,"Carcinoma in situ of skin of trunk, except scrotum"
DIAG-ICD9,232,232.6,malig_solid,"Carcinoma in situ of skin of upper limb, including shoulder"
DIAG-ICD9,232,232.7,malig_solid,"Carcinoma in situ of skin of lower limb, including hip"
DIAG-ICD9,232,232.8,malig_solid,Carcinoma in situ of other specified sites of skin
DIAG-ICD9,232,232.9,malig_solid,"Carcinoma in situ of skin, site unspecified"
DIAG-ICD9,233,233,malig_solid,Carcinoma in situ of breast
DIAG-ICD9,233,233.1,malig_solid,Carcinoma in situ of cervix uteri
DIAG-ICD9,233,233.2,malig_solid,Carcinoma in situ of other and unspecified parts of uterus
DIAG-ICD9,233,233.3,malig_solid,"Carcinoma in situ, unspecified female genital organ"
DIAG-ICD9,233,233.31,malig_solid,"Carcinoma in situ, vagina"
DIAG-ICD9,233,233.32,malig_solid,"Carcinoma in situ, vulva"
DIAG-ICD9,233,233.39,malig_solid,"Carcinoma in situ, other female genital organ"
DIAG-ICD9,233,233.4,malig_solid,Carcinoma in situ of prostate
DIAG-ICD9,233,233.5,malig_solid,Carcinoma in situ of penis
DIAG-ICD9,233,233.6,malig_solid,Carcinoma in situ of other and unspecified male genital organs
DIAG-ICD9,233,233.7,malig_solid,Carcinoma in situ of bladder
DIAG-ICD9,233,233.9,malig_solid,Carcinoma in situ of other and unspecified urinary organs
DIAG-ICD9,234,234,malig_solid,Carcinoma in situ of eye
DIAG-ICD9,234,234.8,malig_solid,Carcinoma in situ of other specified sites
DIAG-ICD9,234,234.9,malig_solid,"Carcinoma in situ, site unspecified"
DIAG-ICD9,235,235,malig_solid,Neoplasm of uncertain behavior of major salivary glands
DIAG-ICD9,235,235.1,malig_solid,"Neoplasm of uncertain behavior of lip, oral cavity, and pharynx"
DIAG-ICD9,235,235.2,malig_solid,"Neoplasm of uncertain behavior of stomach, intestines, and rectum"
DIAG-ICD9,235,235.3,malig_solid,Neoplasm of uncertain behavior of liver and biliary passages
DIAG-ICD9,235,235.4,malig_solid,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
DIAG-ICD9,235,235.5,malig_solid,Neoplasm of uncertain behavior of other and unspecified digestive organs
DIAG-ICD9,235,235.6,malig_solid,Neoplasm of uncertain behavior of larynx
DIAG-ICD9,235,235.7,malig_solid,"Neoplasm of uncertain behavior of trachea, bronchus, and lung"
DIAG-ICD9,235,235.8,malig_solid,"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum"
DIAG-ICD9,235,235.9,malig_solid,Neoplasm of uncertain behavior of other and unspecified respiratory organs
DIAG-ICD9,236,236,malig_solid,Neoplasm of uncertain behavior of uterus
DIAG-ICD9,236,236.1,malig_solid,Neoplasm of uncertain behavior of placenta
DIAG-ICD9,236,236.2,malig_solid,Neoplasm of uncertain behavior of ovary
DIAG-ICD9,236,236.3,malig_solid,Neoplasm of uncertain behavior of other and unspecified female genital organs
DIAG-ICD9,236,236.4,malig_solid,Neoplasm of uncertain behavior of testis
DIAG-ICD9,236,236.5,malig_solid,Neoplasm of uncertain behavior of prostate
DIAG-ICD9,236,236.6,malig_solid,Neoplasm of uncertain behavior of other and unspecified male genital organs
DIAG-ICD9,236,236.7,malig_solid,Neoplasm of uncertain behavior of bladder
DIAG-ICD9,236,236.9,malig_solid,"Neoplasm of uncertain behavior of urinary organ, unspecified"
DIAG-ICD9,236,236.91,malig_solid,Neoplasm of uncertain behavior of kidney and ureter
DIAG-ICD9,236,236.99,malig_solid,Neoplasm of uncertain behavior of other and unspecified urinary organs
DIAG-ICD9,237,237,malig_solid,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct
DIAG-ICD9,237,237.1,malig_solid,Neoplasm of uncertain behavior of pineal gland
DIAG-ICD9,237,237.2,malig_solid,Neoplasm of uncertain behavior of adrenal gland
DIAG-ICD9,237,237.3,malig_solid,Neoplasm of uncertain behavior of paraganglia
DIAG-ICD9,237,237.4,malig_solid,Neoplasm of uncertain behavior of other and unspecified endocrine glands
DIAG-ICD9,237,237.5,malig_solid,Neoplasm of uncertain behavior of brain and spinal cord
DIAG-ICD9,237,237.6,malig_solid,Neoplasm of uncertain behavior of meninges
DIAG-ICD9,237,237.9,malig_solid,Neoplasm of uncertain behavior of other and unspecified parts of nervous system
DIAG-ICD9,238,238,malig_solid,Neoplasm of uncertain behavior of bone and articular cartilage
DIAG-ICD9,238,238.1,malig_solid,Neoplasm of uncertain behavior of connective and other soft tissue
DIAG-ICD9,238,238.2,malig_solid,Neoplasm of uncertain behavior of skin
DIAG-ICD9,238,238.3,malig_solid,Neoplasm of uncertain behavior of breast
DIAG-ICD9,238,238.8,malig_solid,Neoplasm of uncertain behavior of other specified sites
DIAG-ICD9,238,238.9,malig_solid,"Neoplasm of uncertain behavior, site unspecified"
DIAG-ICD9,239,239,malig_solid,Neoplasm of unspecified nature of digestive system
DIAG-ICD9,239,239.1,malig_solid,Neoplasm of unspecified nature of respiratory system
DIAG-ICD9,239,239.2,malig_solid,"Neoplasm of unspecified nature of bone, soft tissue, and skin"
DIAG-ICD9,239,239.3,malig_solid,Neoplasm of unspecified nature of breast
DIAG-ICD9,239,239.4,malig_solid,Neoplasm of unspecified nature of bladder
DIAG-ICD9,239,239.5,malig_solid,Neoplasm of unspecified nature of other genitourinary organs
DIAG-ICD9,239,239.6,malig_solid,Neoplasm of unspecified nature of brain
DIAG-ICD9,239,239.7,malig_solid,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system
DIAG-ICD9,239,239.81,malig_solid,"Neoplasms of unspecified nature, retina and choroid"
DIAG-ICD9,239,239.89,malig_solid,"Neoplasms of unspecified nature, other specified sites"
DIAG-ICD9,239,239.9,malig_solid,"Neoplasm of unspecified nature, site unspecified"
DIAG-ICD10,C00,C00.0,malig_solid,Malignant neoplasm of external upper lip
DIAG-ICD10,C00,C00.1,malig_solid,Malignant neoplasm of external lower lip
DIAG-ICD10,C00,C00.2,malig_solid,"Malignant neoplasm of external lip, unspecified"
DIAG-ICD10,C00,C00.3,malig_solid,"Malignant neoplasm of upper lip, inner aspect"
DIAG-ICD10,C00,C00.4,malig_solid,"Malignant neoplasm of lower lip, inner aspect"
DIAG-ICD10,C00,C00.5,malig_solid,"Malignant neoplasm of lip, unspecified, inner aspect"
DIAG-ICD10,C00,C00.6,malig_solid,"Malignant neoplasm of commissure of lip, unspecified"
DIAG-ICD10,C00,C00.8,malig_solid,Malignant neoplasm of overlapping sites of lip
DIAG-ICD10,C00,C00.9,malig_solid,"Malignant neoplasm of lip, unspecified"
DIAG-ICD10,C01,C01,malig_solid,Malignant neoplasm of base of tongue
DIAG-ICD10,C02,C02.0,malig_solid,Malignant neoplasm of dorsal surface of tongue
DIAG-ICD10,C02,C02.1,malig_solid,Malignant neoplasm of border of tongue
DIAG-ICD10,C02,C02.2,malig_solid,Malignant neoplasm of ventral surface of tongue
DIAG-ICD10,C02,C02.3,malig_solid,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified"
DIAG-ICD10,C02,C02.4,malig_solid,Malignant neoplasm of lingual tonsil
DIAG-ICD10,C02,C02.8,malig_solid,Malignant neoplasm of overlapping sites of tongue
DIAG-ICD10,C02,C02.9,malig_solid,"Malignant neoplasm of tongue, unspecified"
DIAG-ICD10,C03,C03.0,malig_solid,Malignant neoplasm of upper gum
DIAG-ICD10,C03,C03.1,malig_solid,Malignant neoplasm of lower gum
DIAG-ICD10,C03,C03.9,malig_solid,"Malignant neoplasm of gum, unspecified"
DIAG-ICD10,C04,C04.0,malig_solid,Malignant neoplasm of anterior floor of mouth
DIAG-ICD10,C04,C04.1,malig_solid,Malignant neoplasm of lateral floor of mouth
DIAG-ICD10,C04,C04.8,malig_solid,Malignant neoplasm of overlapping sites of floor of mouth
DIAG-ICD10,C04,C04.9,malig_solid,"Malignant neoplasm of floor of mouth, unspecified"
DIAG-ICD10,C05,C05.0,malig_solid,Malignant neoplasm of hard palate
DIAG-ICD10,C05,C05.1,malig_solid,Malignant neoplasm of soft palate
DIAG-ICD10,C05,C05.2,malig_solid,Malignant neoplasm of uvula
DIAG-ICD10,C05,C05.8,malig_solid,Malignant neoplasm of overlapping sites of palate
DIAG-ICD10,C05,C05.9,malig_solid,"Malignant neoplasm of palate, unspecified"
DIAG-ICD10,C06,C06.0,malig_solid,Malignant neoplasm of cheek mucosa
DIAG-ICD10,C06,C06.1,malig_solid,Malignant neoplasm of vestibule of mouth
DIAG-ICD10,C06,C06.2,malig_solid,Malignant neoplasm of retromolar area
DIAG-ICD10,C068,C068.0,malig_solid,Malignant neoplasm of overlapping sites of unspecified parts of mouth
DIAG-ICD10,C068,C068.9,malig_solid,Malignant neoplasm of overlapping sites of other parts of mouth
DIAG-ICD10,C069,C069,malig_solid,"Malignant neoplasm of mouth, unspecified"
DIAG-ICD10,C07,C07,malig_solid,Malignant neoplasm of parotid gland
DIAG-ICD10,C08,C08.0,malig_solid,Malignant neoplasm of submandibular gland
DIAG-ICD10,C08,C08.1,malig_solid,Malignant neoplasm of sublingual gland
DIAG-ICD10,C08,C08.9,malig_solid,"Malignant neoplasm of major salivary gland, unspecified"
DIAG-ICD10,C09,C09.0,malig_solid,Malignant neoplasm of tonsillar fossa
DIAG-ICD10,C09,C09.1,malig_solid,Malignant neoplasm of tonsillar pillar (anterior) (posterior)
DIAG-ICD10,C09,C09.8,malig_solid,Malignant neoplasm of overlapping sites of tonsil
DIAG-ICD10,C09,C09.9,malig_solid,"Malignant neoplasm of tonsil, unspecified"
DIAG-ICD10,C10,C10.0,malig_solid,Malignant neoplasm of vallecula
DIAG-ICD10,C10,C10.1,malig_solid,Malignant neoplasm of anterior surface of epiglottis
DIAG-ICD10,C10,C10.2,malig_solid,Malignant neoplasm of lateral wall of oropharynx
DIAG-ICD10,C10,C10.3,malig_solid,Malignant neoplasm of posterior wall of oropharynx
DIAG-ICD10,C10,C10.4,malig_solid,Malignant neoplasm of branchial cleft
DIAG-ICD10,C10,C10.8,malig_solid,Malignant neoplasm of overlapping sites of oropharynx
DIAG-ICD10,C10,C10.9,malig_solid,"Malignant neoplasm of oropharynx, unspecified"
DIAG-ICD10,C11,C11.0,malig_solid,Malignant neoplasm of superior wall of nasopharynx
DIAG-ICD10,C11,C11.1,malig_solid,Malignant neoplasm of posterior wall of nasopharynx
DIAG-ICD10,C11,C11.2,malig_solid,Malignant neoplasm of lateral wall of nasopharynx
DIAG-ICD10,C11,C11.3,malig_solid,Malignant neoplasm of anterior wall of nasopharynx
DIAG-ICD10,C11,C11.8,malig_solid,Malignant neoplasm of overlapping sites of nasopharynx
DIAG-ICD10,C11,C11.9,malig_solid,"Malignant neoplasm of nasopharynx, unspecified"
DIAG-ICD10,C12,C12,malig_solid,Malignant neoplasm of pyriform sinus
DIAG-ICD10,C13,C13.0,malig_solid,Malignant neoplasm of postcricoid region
DIAG-ICD10,C13,C13.1,malig_solid,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect"
DIAG-ICD10,C13,C13.2,malig_solid,Malignant neoplasm of posterior wall of hypopharynx
DIAG-ICD10,C13,C13.8,malig_solid,Malignant neoplasm of overlapping sites of hypopharynx
DIAG-ICD10,C13,C13.9,malig_solid,"Malignant neoplasm of hypopharynx, unspecified"
DIAG-ICD10,C14,C14.0,malig_solid,"Malignant neoplasm of pharynx, unspecified"
DIAG-ICD10,C14,C14.2,malig_solid,Malignant neoplasm of Waldeyer's ring
DIAG-ICD10,C14,C14.8,malig_solid,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx"
DIAG-ICD10,C15,C15.3,malig_solid,Malignant neoplasm of upper third of esophagus
DIAG-ICD10,C15,C15.4,malig_solid,Malignant neoplasm of middle third of esophagus
DIAG-ICD10,C15,C15.5,malig_solid,Malignant neoplasm of lower third of esophagus
DIAG-ICD10,C15,C15.8,malig_solid,Malignant neoplasm of overlapping sites of esophagus
DIAG-ICD10,C15,C15.9,malig_solid,"Malignant neoplasm of esophagus, unspecified"
DIAG-ICD10,C16,C16.0,malig_solid,Malignant neoplasm of cardia
DIAG-ICD10,C16,C16.1,malig_solid,Malignant neoplasm of fundus of stomach
DIAG-ICD10,C16,C16.2,malig_solid,Malignant neoplasm of body of stomach
DIAG-ICD10,C16,C16.3,malig_solid,Malignant neoplasm of pyloric antrum
DIAG-ICD10,C16,C16.4,malig_solid,Malignant neoplasm of pylorus
DIAG-ICD10,C16,C16.5,malig_solid,"Malignant neoplasm of lesser curvature of stomach, unspecified"
DIAG-ICD10,C16,C16.6,malig_solid,"Malignant neoplasm of greater curvature of stomach, unspecified"
DIAG-ICD10,C16,C16.8,malig_solid,Malignant neoplasm of overlapping sites of stomach
DIAG-ICD10,C16,C16.9,malig_solid,"Malignant neoplasm of stomach, unspecified"
DIAG-ICD10,C17,C17.0,malig_solid,Malignant neoplasm of duodenum
DIAG-ICD10,C17,C17.1,malig_solid,Malignant neoplasm of jejunum
DIAG-ICD10,C17,C17.2,malig_solid,Malignant neoplasm of ileum
DIAG-ICD10,C17,C17.3,malig_solid,"Meckel's diverticulum, malignant"
DIAG-ICD10,C17,C17.8,malig_solid,Malignant neoplasm of overlapping sites of small intestine
DIAG-ICD10,C17,C17.9,malig_solid,"Malignant neoplasm of small intestine, unspecified"
DIAG-ICD10,C18,C18.0,malig_solid,Malignant neoplasm of cecum
DIAG-ICD10,C18,C18.1,malig_solid,Malignant neoplasm of appendix
DIAG-ICD10,C18,C18.2,malig_solid,Malignant neoplasm of ascending colon
DIAG-ICD10,C18,C18.3,malig_solid,Malignant neoplasm of hepatic flexure
DIAG-ICD10,C18,C18.4,malig_solid,Malignant neoplasm of transverse colon
DIAG-ICD10,C18,C18.5,malig_solid,Malignant neoplasm of splenic flexure
DIAG-ICD10,C18,C18.6,malig_solid,Malignant neoplasm of descending colon
DIAG-ICD10,C18,C18.7,malig_solid,Malignant neoplasm of sigmoid colon
DIAG-ICD10,C18,C18.8,malig_solid,Malignant neoplasm of overlapping sites of colon
DIAG-ICD10,C18,C18.9,malig_solid,"Malignant neoplasm of colon, unspecified"
DIAG-ICD10,C19,C19,malig_solid,Malignant neoplasm of rectosigmoid junction
DIAG-ICD10,C20,C20,malig_solid,Malignant neoplasm of rectum
DIAG-ICD10,C21,C21.0,malig_solid,"Malignant neoplasm of anus, unspecified"
DIAG-ICD10,C21,C21.1,malig_solid,Malignant neoplasm of anal canal
DIAG-ICD10,C21,C21.2,malig_solid,Malignant neoplasm of cloacogenic zone
DIAG-ICD10,C21,C21.8,malig_solid,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal"
DIAG-ICD10,C22,C22.0,malig_solid,Liver cell carcinoma
DIAG-ICD10,C22,C22.1,malig_solid,Intrahepatic bile duct carcinoma
DIAG-ICD10,C22,C22.2,malig_solid,Hepatoblastoma
DIAG-ICD10,C22,C22.3,malig_solid,Angiosarcoma of liver
DIAG-ICD10,C22,C22.4,malig_solid,Other sarcomas of liver
DIAG-ICD10,C22,C22.7,malig_solid,Other specified carcinomas of liver
DIAG-ICD10,C22,C22.8,malig_solid,"Malignant neoplasm of liver, primary, unspecified as to type"
DIAG-ICD10,C22,C22.9,malig_solid,"Malignant neoplasm of liver, not specified as primary or secondary"
DIAG-ICD10,C23,C23,malig_solid,Malignant neoplasm of gallbladder
DIAG-ICD10,C24,C24.0,malig_solid,Malignant neoplasm of extrahepatic bile duct
DIAG-ICD10,C24,C24.1,malig_solid,Malignant neoplasm of ampulla of Vater
DIAG-ICD10,C24,C24.8,malig_solid,Malignant neoplasm of overlapping sites of biliary tract
DIAG-ICD10,C24,C24.9,malig_solid,"Malignant neoplasm of biliary tract, unspecified"
DIAG-ICD10,C25,C25.0,malig_solid,Malignant neoplasm of head of pancreas
DIAG-ICD10,C25,C25.1,malig_solid,Malignant neoplasm of body of pancreas
DIAG-ICD10,C25,C25.2,malig_solid,Malignant neoplasm of tail of pancreas
DIAG-ICD10,C25,C25.3,malig_solid,Malignant neoplasm of pancreatic duct
DIAG-ICD10,C25,C25.4,malig_solid,Malignant neoplasm of endocrine pancreas
DIAG-ICD10,C25,C25.7,malig_solid,Malignant neoplasm of other parts of pancreas
DIAG-ICD10,C25,C25.8,malig_solid,Malignant neoplasm of overlapping sites of pancreas
DIAG-ICD10,C25,C25.9,malig_solid,"Malignant neoplasm of pancreas, unspecified"
DIAG-ICD10,C26,C26.0,malig_solid,"Malignant neoplasm of intestinal tract, part unspecified"
DIAG-ICD10,C26,C26.1,malig_solid,Malignant neoplasm of spleen
DIAG-ICD10,C26,C26.9,malig_solid,Malignant neoplasm of ill-defined sites within the digestive system
DIAG-ICD10,C30,C30.0,malig_solid,Malignant neoplasm of nasal cavity
DIAG-ICD10,C30,C30.1,malig_solid,Malignant neoplasm of middle ear
DIAG-ICD10,C31,C31.0,malig_solid,Malignant neoplasm of maxillary sinus
DIAG-ICD10,C31,C31.1,malig_solid,Malignant neoplasm of ethmoidal sinus
DIAG-ICD10,C31,C31.2,malig_solid,Malignant neoplasm of frontal sinus
DIAG-ICD10,C31,C31.3,malig_solid,Malignant neoplasm of sphenoid sinus
DIAG-ICD10,C31,C31.8,malig_solid,Malignant neoplasm of overlapping sites of accessory sinuses
DIAG-ICD10,C31,C31.9,malig_solid,"Malignant neoplasm of accessory sinus, unspecified"
DIAG-ICD10,C32,C32.0,malig_solid,Malignant neoplasm of glottis
DIAG-ICD10,C32,C32.1,malig_solid,Malignant neoplasm of supraglottis
DIAG-ICD10,C32,C32.2,malig_solid,Malignant neoplasm of subglottis
DIAG-ICD10,C32,C32.3,malig_solid,Malignant neoplasm of laryngeal cartilage
DIAG-ICD10,C32,C32.8,malig_solid,Malignant neoplasm of overlapping sites of larynx
DIAG-ICD10,C32,C32.9,malig_solid,"Malignant neoplasm of larynx, unspecified"
DIAG-ICD10,C33,C33,malig_solid,Malignant neoplasm of trachea
DIAG-ICD10,C340,C340.0,malig_solid,Malignant neoplasm of unspecified main bronchus
DIAG-ICD10,C340,C340.1,malig_solid,Malignant neoplasm of right main bronchus
DIAG-ICD10,C340,C340.2,malig_solid,Malignant neoplasm of left main bronchus
DIAG-ICD10,C341,C341.0,malig_solid,"Malignant neoplasm of upper lobe, unspecified bronchus or lung"
DIAG-ICD10,C341,C341.1,malig_solid,"Malignant neoplasm of upper lobe, right bronchus or lung"
DIAG-ICD10,C341,C341.2,malig_solid,"Malignant neoplasm of upper lobe, left bronchus or lung"
DIAG-ICD10,C342,C342,malig_solid,"Malignant neoplasm of middle lobe, bronchus or lung"
DIAG-ICD10,C343,C343.0,malig_solid,"Malignant neoplasm of lower lobe, unspecified bronchus or lung"
DIAG-ICD10,C343,C343.1,malig_solid,"Malignant neoplasm of lower lobe, right bronchus or lung"
DIAG-ICD10,C343,C343.2,malig_solid,"Malignant neoplasm of lower lobe, left bronchus or lung"
DIAG-ICD10,C348,C348.0,malig_solid,Malignant neoplasm of overlapping sites of unspecified bronchus and lung
DIAG-ICD10,C348,C348.1,malig_solid,Malignant neoplasm of overlapping sites of right bronchus and lung
DIAG-ICD10,C348,C348.2,malig_solid,Malignant neoplasm of overlapping sites of left bronchus and lung
DIAG-ICD10,C349,C349.0,malig_solid,Malignant neoplasm of unspecified part of unspecified bronchus or lung
DIAG-ICD10,C349,C349.1,malig_solid,Malignant neoplasm of unspecified part of right bronchus or lung
DIAG-ICD10,C349,C349.2,malig_solid,Malignant neoplasm of unspecified part of left bronchus or lung
DIAG-ICD10,C37,C37,malig_solid,Malignant neoplasm of thymus
DIAG-ICD10,C38,C38.0,malig_solid,Malignant neoplasm of heart
DIAG-ICD10,C38,C38.1,malig_solid,Malignant neoplasm of anterior mediastinum
DIAG-ICD10,C38,C38.2,malig_solid,Malignant neoplasm of posterior mediastinum
